;;;;;;;
Ocorrências de alagamento - 2007 a 2016 - SP;;;;;;;
;;;;;;;
DATA;LOCAL;REFERENCIA;SENTIDO;INICIO;FIM;SITUAÇÃO;SUB
26/01/09;PTOLOMEU, R.;OLINDA, R.;MARG/PI;30/12/1899 18:12:00;30/12/1899 19:31:00;TRANSITÁVEL;CS
25/01/07;QUATORZE BIS, PÇ.;ALTURA DO N. 22;UNICO;30/12/1899 15:53:00;30/12/1899 16:28:00;TRANSITÁVEL;SE
23/01/12;QUATORZE BIS, PÇ.;ALTURA DO N. 231;C/B;30/12/1899 15:01:00;30/12/1899 15:35:00;INTRANSITÁVEL;SE
26/01/10;QUATORZE BIS, PÇ.;LOURENÇO GRANATO, R. DR.;B/C;30/12/1899 16:00:00;30/12/1899 22:46:00;TRANSITÁVEL;PI
08/03/13;QUATORZE BIS, PÇ.;MANOEL DUTRA, R.;ÚNICO;30/12/1899 15:57:00;30/12/1899 18:14:00;INTRANSITÁVEL;SE
10/01/11;QUATORZE BIS, PÇ.;MANOEL DUTRA, R.;B/C;30/12/1899 22:45:00;30/12/1899 01:21:00;INTRANSITÁVEL;SE
19/02/13;QUATORZE BIS, PÇ.;MANOEL DUTRA, R.;B/C;30/12/1899 15:47:00;30/12/1899 16:45:00;INTRANSITÁVEL;SE
18/02/13;QUATORZE BIS, PÇ.;MANOEL DUTRA, R.;AMBOS;30/12/1899 16:33:00;30/12/1899 17:00:00;INTRANSITÁVEL;SE
23/02/09;QUATORZE BIS, PÇ.;MANOEL DUTRA, R.;AMBOS;30/12/1899 15:46:00;30/12/1899 17:42:00;TRANSITÁVEL;SE
02/02/10;QUATORZE BIS, PÇ.;MANOEL DUTRA, R.;B/C;30/12/1899 17:19:00;30/12/1899 19:05:00;INTRANSITÁVEL;SE
06/02/15;QUATORZE BIS, PÇ.;MANOEL DUTRA, R.;AMBOS;30/12/1899 15:33:00;30/12/1899 16:01:00;Transitável;SE
01/02/10;QUATORZE BIS, PÇ.;MANOEL DUTRA, R.;B/C;30/12/1899 19:13:00;30/12/1899 19:47:00;INTRANSITÁVEL;SE
25/02/09;QUATORZE BIS, PÇ.;MANOEL DUTRA, R.;B/C;30/12/1899 17:02:00;30/12/1899 18:29:00;INTRANSITÁVEL;SE
22/12/14;QUATORZE BIS, PÇ.;MANOEL DUTRA, R.;ÚNICA;30/12/1899 21:33:00;30/12/1899 22:12:00;Intransitável;SE
12/04/12;QUATORZE BIS, PÇ.;NOVE DE JULHO, AV.;B/C;30/12/1899 17:50:00;30/12/1899 20:00:00;TRANSITÁVEL;SE
25/02/09;QUATORZE BIS, PÇ.;NOVE DE JULHO, AV.;C/B;30/12/1899 17:10:00;30/12/1899 18:50:00;TRANSITÁVEL;SE
24/01/10;QUATORZE BIS, PÇ.;ROCHA, R.;AMBOS;30/12/1899 15:52:00;30/12/1899 16:25:00;TRANSITÁVEL;SE
08/01/13;QUEIROS, AV. SEN.;CANTAREIRA, R. DA;ÚNICA;30/12/1899 20:10:00;30/12/1899 22:39:00;TRANSITÁVEL;SE
24/01/14;QUEIROS, AV. SEN.;CANTAREIRA, R. DA;ÚNICO;30/12/1899 16:48:00;30/12/1899 18:21:00;INTRANSITÁVEL;SE
20/01/11;QUEIROS, AV. SEN.;FLORENCIO DE ABREU, R.;ÚNICO;30/12/1899 11:58:00;30/12/1899 12:28:00;TRANSITÁVEL;SE
07/03/14;QUEIROZ FILHO AV.;PTE. HIRANT SANAZAR;JAGUARE/LA;30/12/1899 16:58:00;30/12/1899 18:11:00;TRANSITAVEL;PI
11/01/11;QUEIROZ FILHO, AV.;ALTURA DO N. 1091;AMBOS;30/12/1899 19:25:00;30/12/1899 19:48:00;INTRANSITÁVEL;PI
14/01/15;QUEIROZ FILHO, AV.;ALTURA DO N. 960;JAGUARE/LA;30/12/1899 19:27:00;30/12/1899 19:56:00;Intransitável;PI
13/12/12;QUEIROZ FILHO, AV.;APECATU, PÇ.;JAGUARE/LA;30/12/1899 19:45:00;30/12/1899 14:20:00;TRANSITÁVEL;SA
12/04/12;QUEIROZ FILHO, AV.;APECATU, PÇ.;JA/LA;30/12/1899 16:45:00;30/12/1899 17:33:00;INTRANSITÁVEL;PI
05/01/11;QUEIROZ FILHO, AV.;APECATU, PÇ.;JAG/LA;30/12/1899 19:18:00;30/12/1899 20:09:00;INTRANSITÁVEL;PI
11/01/11;QUEIROZ FILHO, AV.;APECATU, PÇ.;JAG/LA;30/12/1899 19:32:00;30/12/1899 19:55:00;TRANSITÁVEL;PI
25/02/15;QUEIROZ FILHO, AV.;APECATU, PÇ.;AMBOS;30/12/1899 16:40:00;30/12/1899 18:16:00;Intransitável;PI
22/12/14;QUEIROZ FILHO, AV.;APECATU, PÇ.;AMBOS;30/12/1899 19:32:00;30/12/1899 19:49:00;Transitável;PI
22/12/14;QUEIROZ FILHO, AV.;APECATU, PÇ.;JAGUARE/LA;30/12/1899 21:47:00;30/12/1899 01:50:00;Transitável;PI
12/12/14;QUEIROZ FILHO, AV.;APECATU, PÇ.;JAGUARE/LA;30/12/1899 18:00:00;30/12/1899 18:09:00;Intransitável;PI
07/02/07;QUEIROZ FILHO, AV.;APECATU, PÇ.;JAGUARÉ/ LAPA;30/12/1899 20:30:00;30/12/1899 22:01:00;TRANSITÁVEL;LA
14/03/07;QUEIROZ FILHO, AV.;APECATU, PÇ.;JAGUARÉ/LA;30/12/1899 17:11:00;30/12/1899 18:45:00;TRANSITÁVEL (I);LA
27/12/12;QUEIROZ FILHO, AV.;APECATU, PÇ.;JA/LA;30/12/1899 17:12:00;30/12/1899 17:18:00;TRANSITÁVEL;LA
19/12/12;QUEIROZ FILHO, AV.;APECATU, PÇ.;JAGUARE/LA;30/12/1899 17:44:00;30/12/1899 19:00:00;INTRANSITÁVEL;LA
17/07/12;QUEIROZ FILHO, AV.;APECATU, PÇ.;B/C;30/12/1899 15:52:00;30/12/1899 16:32:00;TRANSITÁVEL;LA
11/02/11;QUEIROZ FILHO, AV.;APECATU, PÇ.;JAG/LA;30/12/1899 18:34:00;30/12/1899 18:58:00;INTRANSITÁVEL;LA
04/01/10;QUEIROZ FILHO, AV.;APECATU, PÇ.;JA/LA;30/12/1899 17:15:00;30/12/1899 17:39:00;TRANSITÁVEL;LA
22/01/14;QUEIROZ FILHO, AV.;APECATU, PÇ.;JAGUARE/LA;30/12/1899 18:57:00;30/12/1899 19:19:00;INTRANSITÁVEL;LA
13/03/08;QUEIROZ FILHO, AV.;APECATU, PÇ.;C/B;30/12/1899 14:49:00;30/12/1899 15:12:00;TRANSITÁVEL;LA
25/02/15;QUEIROZ FILHO, AV.;FONSECA RODRIGUES, AV. PROF.;JA/LA;30/12/1899 17:12:00;30/12/1899 18:20:00;Transitável;LA
27/01/09;QUEIROZ FILHO, AV.;JOSÉ GONÇALVES SANTANA, R. DES;INT/CB;30/12/1899 18:51:00;30/12/1899 19:38:00;TRANSITÁVEL;PI
19/02/13;QUEIROZ FILHO, AV.;NAÇÕES UNIDAS, AV. DAS;LA/JA;30/12/1899 08:11:00;30/12/1899 13:14:00;TRANSITAVEL;LA
15/01/08;QUEIROZ FILHO, AV.;PTE. JAGUARÉ;AMBOS;30/12/1899 18:08:00;30/12/1899 20:07:00;TRANSITÁVEL;PI
17/02/10;QUEIROZ FILHO, AV.;PTE. JAGUARÉ;JAGUARE/LA;30/12/1899 19:12:00;30/12/1899 19:47:00;INTRANSITÁVEL;LA
22/05/07;R. VERGUEIRO;MACHADO DE ASSIS, R.;B/C;30/12/1899 10:07:00;30/12/1899 11:48:00;TRANSITÁVEL;VM
11/03/16;RADIAL LESTE, AV.;OESTE 1;AMBOS;30/12/1899 01:58:00;30/12/1899 02:53:00;transitável;SE
19/12/07;RADIAL LESTE-OESTE;DURVAL JOSE DE BARROS, R.;B/C;30/12/1899 15:08:00;30/12/1899 17:27:00;TRANSITÁVEL;MO
19/12/07;RADIAL LESTE-OESTE;DURVAL JOSE DE BARROS, R.;B/C;30/12/1899 15:08:00;30/12/1899 17:27:00;TRANSITÁVEL;MO
19/12/07;RADIAL LESTE-OESTE;GIL DE OLIVEIRA, R.;AMBOS;30/12/1899 15:51:00;30/12/1899 17:42:00;TRANSITÁVEL;MO
01/01/09;RADIAL LESTE-OESTE, AV.;ALBERTO BADRA, VD. ENG.;AMBOS;30/12/1899 19:54:00;30/12/1899 21:43:00;INTRANSITÁVEL;MO
10/01/11;RADIAL LESTE-OESTE, AV.;ALTURA DO 1265;LA/PE;30/12/1899 22:24:00;30/12/1899 23:41:00;TRANSITÁVEL;SE
01/02/10;RADIAL LESTE-OESTE, AV.;ALTURA DO N. 44;LA/PE;30/12/1899 19:19:00;;TRANSITÁVEL;MO
04/02/09;RADIAL LESTE-OESTE, AV.;ALTURA DO N. 60;C/B;30/12/1899 17:53:00;30/12/1899 22:25:00;TRANSITÁVEL;MO
03/01/09;RADIAL LESTE-OESTE, AV.;ALTURA DO N. 800;B/C;30/12/1899 01:04:00;30/12/1899 06:23:00;TRANSITÁVEL;MO
18/03/09;RADIAL LESTE-OESTE, AV.;ALVARO RAMOS, AV.;AMBOS;30/12/1899 20:09:00;30/12/1899 20:55:00;TRANSITÁVEL;MO
05/04/09;RADIAL LESTE-OESTE, AV.;BERNARDINO BRITO F. DE CARVALHO, AV.;AMBOS;30/12/1899 16:56:00;30/12/1899 17:53:00;TRANSITÁVEL;PE
27/01/09;RADIAL LESTE-OESTE, AV.;BERNARDINO DE BRITO F. DE CARVALHO, AV.;C/B;30/12/1899 18:27:00;30/12/1899 18:56:00;TRANSITÁVEL;PE
25/03/10;RADIAL LESTE-OESTE, AV.;BRESSER, R.;AMBOS;30/12/1899 14:46:00;30/12/1899 15:36:00;INTRANSITÁVEL;MO
25/02/09;RADIAL LESTE-OESTE, AV.;BRESSER, R.;AMBOS;30/12/1899 18:21:00;30/12/1899 19:16:00;TRANSITÁVEL;MO
18/03/09;RADIAL LESTE-OESTE, AV.;BRESSER, VD.;AMBOS;30/12/1899 20:06:00;30/12/1899 20:55:00;TRANSITÁVEL;MO
02/02/10;RADIAL LESTE-OESTE, AV.;CARLOS GOMES, PÇ.;LA/PE;30/12/1899 17:57:00;30/12/1899 19:20:00;TRANSITÁVEL;MO
25/02/09;RADIAL LESTE-OESTE, AV.;CARNEIRO LEÃO, R.;AMBOS;30/12/1899 17:22:00;30/12/1899 18:31:00;TRANSITÁVEL;MO
20/02/11;RADIAL LESTE-OESTE, AV.;CIDADE DE OSAKA, VD.;AMBOS;30/12/1899 17:21:00;30/12/1899 21:31:00;TRANSITÁVEL;SE
11/01/12;RADIAL LESTE-OESTE, AV.;CONSOLAÇÃO, R. DA;PE/LA;30/12/1899 07:41:00;30/12/1899 11:56:00;TRANSITÁVEL;SE
21/08/09;RADIAL LESTE-OESTE, AV.;DONA MATILDE, VD. - 100M APÓS;PE/IQ;30/12/1899 02:57:00;30/12/1899 06:31:00;TRANSITÁVEL;SE
19/01/13;RADIAL LESTE-OESTE, AV.;FOMM, R. DR.;C/B;30/12/1899 15:03:00;30/12/1899 18:16:00;TRANSITÁVEL;MO
17/03/09;RADIAL LESTE-OESTE, AV.;FOMM, R. DR.;C/B;30/12/1899 14:43:00;30/12/1899 17:52:00;TRANSITÁVEL;MO
13/03/09;RADIAL LESTE-OESTE, AV.;FOMM, R. DR.;C/B;30/12/1899 18:30:00;30/12/1899 19:32:00;TRANSITÁVEL;MO
22/12/14;RADIAL LESTE-OESTE, AV.;FRANKLIN ROOSEVELT, PÇ.;AMBOS;30/12/1899 22:08:00;30/12/1899 01:47:00;Transitável;SE
08/11/07;RADIAL LESTE-OESTE, AV.;GLICÉRIO, R. DO;B/C;30/12/1899 16:21:00;30/12/1899 17:29:00;TRANSITÁVEL;MO
18/02/07;RADIAL LESTE-OESTE, AV.;GUADALAJARA, VD.;C/B;30/12/1899 15:54:00;30/12/1899 16:53:00;TRANSITÁVEL;MO
25/03/10;RADIAL LESTE-OESTE, AV.;GUADALAJARA, VD.;AMBOS;30/12/1899 14:44:00;30/12/1899 15:22:00;INTRANSITÁVEL;MO
27/03/10;RADIAL LESTE-OESTE, AV.;GUADALAJARA, VD.;C/B;30/12/1899 17:54:00;30/12/1899 18:20:00;TRANSITÁVEL;MO
25/02/09;RADIAL LESTE-OESTE, AV.;GUADALAJARA, VD.;AMBOS;30/12/1899 17:01:00;30/12/1899 18:41:00;TRANSITÁVEL;MO
18/03/09;RADIAL LESTE-OESTE, AV.;GUADALAJARA, VD.;AMBOS;30/12/1899 20:03:00;30/12/1899 21:03:00;TRANSITÁVEL;MO
12/04/14;RADIAL LESTE-OESTE, AV.;GUADALAJARA, VD.;AMBOS;30/12/1899 21:32:00;30/12/1899 21:39:00;INTRANSITÁVEL;MO
27/01/09;RADIAL LESTE-OESTE, AV.;GUADALAJARA, VD.;AMBOS - EXP;30/12/1899 18:30:00;30/12/1899 20:02:00;TRANSITÁVEL;MO
17/03/09;RADIAL LESTE-OESTE, AV.;GUADALAJARA, VD.;C/B;30/12/1899 17:19:00;30/12/1899 17:51:00;INTRANSITÁVEL;MO
14/01/09;RADIAL LESTE-OESTE, AV.;GUADALAJARA, VD.;C/B;30/12/1899 17:17:00;30/12/1899 01:23:00;TRANSITÁVEL;MO
18/02/08;RADIAL LESTE-OESTE, AV.;GUADALAJARA, VD.;AMBOS - EXP;30/12/1899 16:06:00;30/12/1899 17:11:00;INTRANSITÁVEL;MO
24/07/07;RADIAL LESTE-OESTE, AV.;HIPÓDROMO, R. DO;C/B;30/12/1899 15:23:00;30/12/1899 16:36:00;TRANSITÁVEL;MO
23/02/10;RADIAL LESTE-OESTE, AV.;ITAPURA, R.;C/B;30/12/1899 21:05:00;;TRANSITÁVEL;MO
25/02/09;RADIAL LESTE-OESTE, AV.;JOÃO TOBIAS, R.;AMBOS;30/12/1899 17:56:00;30/12/1899 19:30:00;TRANSITÁVEL;MO
19/03/10;RADIAL LESTE-OESTE, AV.;JOAQUIM MARRA, R.;C/B;30/12/1899 18:23:00;30/12/1899 19:57:00;TRANSITÁVEL;PE
16/01/10;RADIAL LESTE-OESTE, AV.;JOAQUIM MARRA, R.;C/B;30/12/1899 19:48:00;30/12/1899 21:29:00;TRANSITÁVEL;PE
19/03/10;RADIAL LESTE-OESTE, AV.;JOAQUIM MARRA, R.;B/C;30/12/1899 18:25:00;30/12/1899 19:57:00;TRANSITÁVEL;PE
16/12/09;RADIAL LESTE-OESTE, AV.;JOAQUIM MARRA, R.;B/C;30/12/1899 16:59:00;30/12/1899 17:42:00;TRANSITÁVEL;PE
25/07/09;RADIAL LESTE-OESTE, AV.;JOAQUIM MARRA, R.;AMBOS;30/12/1899 03:29:00;;TRANSITÁVEL;PE
07/01/09;RADIAL LESTE-OESTE, AV.;JOAQUIM MARRA, R.;B/C;30/12/1899 18:53:00;30/12/1899 19:47:00;TRANSITÁVEL;PE
05/02/09;RADIAL LESTE-OESTE, AV.;KENNEDY, PÇ. PRES.;C/B;30/12/1899 17:59:00;30/12/1899 19:00:00;TRANSITÁVEL;MO
24/11/08;RADIAL LESTE-OESTE, AV.;MATILDE, VD. DONA;B/C;30/12/1899 15:50:00;30/12/1899 20:04:00;TRANSITÁVEL;PE
17/11/08;RADIAL LESTE-OESTE, AV.;MATILDE, VD. DONA;B/C;30/12/1899 11:12:00;30/12/1899 14:54:00;TRANSITÁVEL;PE
04/02/09;RADIAL LESTE-OESTE, AV.;MATILDE, VD. DONA;AMBOS;30/12/1899 15:48:00;30/12/1899 18:14:00;TRANSITÁVEL;MO
20/01/09;RADIAL LESTE-OESTE, AV.;METRÔ VILA MATILDE;B/C;30/12/1899 15:59:00;30/12/1899 17:33:00;TRANSITÁVEL;MO
27/02/11;RADIAL LESTE-OESTE, AV.;MIE KEN, VD.;AMBOS;30/12/1899 15:23:00;30/12/1899 17:09:00;TRANSITÁVEL;MO
09/01/10;RADIAL LESTE-OESTE, AV.;PIRES DO RIO, VD.;B/C;30/12/1899 17:49:00;30/12/1899 18:15:00;TRANSITÁVEL;MO
18/02/08;RADIAL LESTE-OESTE, AV.;PIRES DO RIO, VD.;AMBOS;30/12/1899 16:06:00;30/12/1899 16:25:00;TRANSITÁVEL;MO
08/04/07;RADIAL LESTE-OESTE, AV.;SILVA JARDIM, R.;C/B;30/12/1899 12:22:00;30/12/1899 12:56:00;TRANSITÁVEL;MO
21/04/07;RADIAL LESTE-OESTE, AV.;SILVA JARDIM, R.;AMBOS;30/12/1899 15:35:00;30/12/1899 18:21:00;TRANSITÁVEL;MO
25/01/09;RADIAL LESTE-OESTE, AV.;SILVA JARDIM, R.;B/C;30/12/1899 21:25:00;30/12/1899 23:19:00;TRANSITÁVEL;MO
12/04/14;RADIAL LESTE-OESTE, AV.;SILVA JARDIM, R.;C/B;30/12/1899 20:46:00;30/12/1899 22:07:00;INTRANSITÁVEL;MO
12/04/14;RADIAL LESTE-OESTE, AV.;SILVA JARDIM, R.;B/C - EXP;30/12/1899 20:53:00;30/12/1899 22:07:00;INTRANSITÁVEL;MO
08/04/07;RADIAL LESTE-OESTE, AV.;SIQUEIRA BUENO, R.;AMBOS;30/12/1899 12:30:00;30/12/1899 13:11:00;TRANSITÁVEL;MO
28/05/09;RADIAL LESTE-OESTE, AV.;VILA MATILDE, VD.;B/C;30/12/1899 16:59:00;30/12/1899 17:42:00;TRANSITÁVEL;PE
27/03/08;RADIAL LESTE-OESTE, AV.;VILA MATILDE, VD. - 200M APÓS;B/C;30/12/1899 14:18:00;30/12/1899 14:58:00;TRANSITÁVEL;PE
31/12/11;RADIAL LESTE-OESTE, AV.;VINTE E TRÊS DE MAIO, AV.;PE/LA;30/12/1899 07:10:00;30/12/1899 07:33:00;TRANSITÁVEL;SE
16/07/07;RADIAL LESTE-OESTE, AV.;WANDEKOLK, R.;B/C;30/12/1899 07:16:00;30/12/1899 08:38:00;TRANSITÁVEL;MO
15/02/09;RADIAL LESTE-OESTE, AV.;WANDENKOLK, R.;C/B;30/12/1899 23:09:00;;TRANSITÁVEL;MO
25/02/09;RADIAL LESTE-OESTE, AV.;WANDENKOLK, R.;AMBOS;30/12/1899 17:22:00;30/12/1899 18:31:00;TRANSITÁVEL;MO
07/02/07;RAGUEB CHOHFI, AV.;ALTURA DO N. 5200;C/B;30/12/1899 20:23:00;30/12/1899 22:58:00;TRANSITÁVEL;SM
01/12/09;RAGUEB CHOHFI, AV.;ALTURA DO N. 5359;C/B;30/12/1899 14:13:00;30/12/1899 15:33:00;INTRANSITÁVEL;SM
06/02/07;RAGUEB CHOHFI, AV.;ALURA DO N. 5800;AMBOS;30/12/1899 09:17:00;30/12/1899 13:53:00;TRANSITÁVEL;SM
04/01/11;RAGUEB CHOHFI, AV.;BENTO GUELFI, AV.;SM/GU;30/12/1899 18:48:00;30/12/1899 21:28:00;INTRANSITÁVEL;SM
18/01/12;RAGUEB CHOHFI, AV.;BENTO GUELFI, AV.;SM/GU;30/12/1899 18:40:00;30/12/1899 21:14:00;TRANSITÁVEL;SM
18/01/11;RAGUEB CHOHFI, AV.;BENTO GUELFI, AV.;SM/GU;30/12/1899 18:06:00;30/12/1899 03:30:00;TRANSITÁVEL;SM
16/12/10;RAGUEB CHOHFI, AV.;BENTO GUELFI, AV.;SM/GU;30/12/1899 20:34:00;30/12/1899 22:33:00;TRANSITÁVEL;SM
25/01/13;RAGUEB CHOHFI, AV.;BENTO GUELFI, AV.;SM/GU;30/12/1899 19:10:00;30/12/1899 21:41:00;TRANSITAVEL;IQ
03/01/11;RAGUEB CHOHFI, AV.;CONFEDERAÇÃO DOS TAMOIOS, R.;SM/GU;30/12/1899 18:42:00;30/12/1899 20:02:00;TRANSITÁVEL;SM
02/01/11;RAGUEB CHOHFI, AV.;DOMINGOS DE MENDONÇA, R.;SM/GU;30/12/1899 14:57:00;30/12/1899 22:45:00;TRANSITÁVEL;SM
24/12/08;RAGUEB CHOHFI, AV.;FELISBERTO FERNANDES DA SILVA, PÇ;AMBOS;30/12/1899 22:12:00;30/12/1899 22:41:00;TRANSITÁVEL;SM
07/01/10;RAGUEB CHOHFI, AV.;FOLCLORE INFANTIL, R.;AMBOS;30/12/1899 18:10:00;;INTRANSITÁVEL;SM
23/12/11;RAGUEB CHOHFI, AV.;FORTE DO LEME, AV.;AMBOS;30/12/1899 18:35:00;30/12/1899 19:51:00;TRANSITÁVEL;SM
09/12/11;RAGUEB CHOHFI, AV.;IGUATEMI. ES.;SM/GU;30/12/1899 19:55:00;30/12/1899 01:41:00;TRANSITÁVEL;SM
03/01/11;RAGUEB CHOHFI, AV.;LUPERCIO DE SOUZA CORTEZ, R.;SM/GU;30/12/1899 15:23:00;30/12/1899 15:50:00;TRANSITÁVEL;SM
01/01/16;RAIMUNDO PEREIRA DE MAGALHAES, AV.;ALTURA DO N. 12000;C/B;30/12/1899 19:05:00;30/12/1899 18:43:00;INTRANSITÁVEL;PJ
03/01/15;RAIMUNDO PEREIRA DE MAGALHAES, AV.;ALTURA DO N. 12000;AMBOS;30/12/1899 18:20:00;30/12/1899 22:42:00;Intransitável;PJ
06/02/16;RAIMUNDO PEREIRA DE MAGALHAES, AV.;ALTURA DO N. 13000;AMBOS;30/12/1899 18:33:00;30/12/1899 01:03:00;Intransitável;PJ
10/03/13;RAIMUNDO PEREIRA DE MAGALHAES, AV.;ALTURA DO N. 1400;AMBOS;30/12/1899 03:07:00;30/12/1899 06:07:00;TRANSITAVEL;FO
26/10/09;RAIMUNDO PEREIRA DE MAGALHAES, AV.;ALTURA DO N. 16000;B/C;30/12/1899 18:19:00;30/12/1899 04:47:00;TRANSITÁVEL;PR
23/09/13;RAIMUNDO PEREIRA DE MAGALHAES, AV.;ALTURA DO N. 17248;C/B;30/12/1899 19:53:00;30/12/1899 23:10:00;TRANSITÁVEL;PJ
05/01/11;RAIMUNDO PEREIRA DE MAGALHAES, AV.;ALTURA DO N. 1800;AMBOS;30/12/1899 23:05:00;30/12/1899 09:14:00;INTRANSITÁVEL;PJ
01/01/16;RAIMUNDO PEREIRA DE MAGALHAES, AV.;ALTURA DO N. 18460;AMBOS;30/12/1899 18:59:00;30/12/1899 22:17:00;transitável;PJ
15/04/14;RAIMUNDO PEREIRA DE MAGALHAES, AV.;ALTURA DO N. 2805;C/B;30/12/1899 12:33:00;30/12/1899 18:34:00;TRANSITÁVEL;PJ
19/03/07;RAIMUNDO PEREIRA DE MAGALHAES, AV.;ALTURA DO Nº 12827;B/C;30/12/1899 03:28:00;30/12/1899 10:47:00;TRANSITÁVEL;PR
06/01/11;RAIMUNDO PEREIRA DE MAGALHAES, AV.;EUGENIO LORENZETTI, R.;AMBOS;30/12/1899 01:15:00;30/12/1899 09:40:00;TRANSITÁVEL;PJ
08/12/09;RAIMUNDO PEREIRA DE MAGALHAES, AV.;GAGO COUTINHO, R.;AMBOS;30/12/1899 07:10:00;30/12/1899 19:16:00;TRANSITÁVEL (I);PJ
14/02/14;RAIMUNDO PEREIRA DE MAGALHAES, AV.;GAGO COUTINHO, R.;B/C;30/12/1899 22:18:00;30/12/1899 01:29:00;TRANSITÁVEL;LA
28/02/11;RAIMUNDO PEREIRA DE MAGALHAES, AV.;JOÃO BATISTA DIAS, R.;AMBOS;30/12/1899 20:36:00;30/12/1899 22:30:00;TRANSITÁVEL;PJ
28/02/11;RAIMUNDO PEREIRA DE MAGALHAES, AV.;JOÃO BATISTA DIAS, R.;AMBOS;30/12/1899 16:02:00;30/12/1899 20:18:00;TRANSITÁVEL;PJ
23/02/12;RAIMUNDO PEREIRA DE MAGALHAES, AV.;MARGINAL TIETÊ;C/B;30/12/1899 18:10:00;30/12/1899 19:24:00;TRANSITÁVEL;PJ
26/01/10;RAIMUNDO PEREIRA DE MAGALHAES, AV.;PEDRO COLAÇO, R.;AMBOS;30/12/1899 17:56:00;30/12/1899 19:12:00;TRANSITÁVEL;PI
18/02/10;RAIMUNDO PEREIRA DE MAGALHAES, AV.;PTE. VELHA FEPASA;C/B;30/12/1899 02:51:00;30/12/1899 09:59:00;TRANSITÁVEL;LA
16/03/07;RAIMUNDO PEREIRA DE MAGALHAES, AV.;VELHA FEPASA, PTE.;C/B;30/12/1899 20:20:00;30/12/1899 21:31:00;TRANSITÁVEL;PJ
20/12/15;RAIMUNDO PEREIRA DE MAGALHÃES, AV.;ALTURA DO N.  2000;AMBOS;30/12/1899 18:24:00;30/12/1899 21:33:00;Intransitável;PJ
02/01/07;RAIMUNDO PEREIRA DE MAGALHÃES, AV.;ALTURA DO N. 12335;B/C;30/12/1899 07:51:00;30/12/1899 11:53:00;INTRANSITÁVEL;PJ
04/11/15;RAIMUNDO PEREIRA DE MAGALHÃES, AV.;ALTURA DO N. 15646;AMBOS;30/12/1899 18:02:00;30/12/1899 18:15:00;Transitável;PJ
10/03/16;RAIMUNDO PEREIRA DE MAGALHÃES, AV.;ALTURA DO N. 1700;C/B;30/12/1899 00:41:00;30/12/1899 01:56:00;Intransitável;PJ
16/02/15;RAIMUNDO PEREIRA DE MAGALHÃES, AV.;ALTURA DO N. 2820;C/B;30/12/1899 23:09:00;30/12/1899 01:07:00;Transitável;PJ
09/02/09;RAIMUNDO PEREIRA DE MAGALHÃES, AV.;FIORELLI PECCICACCO, R. - 800M ANTES;C/B;30/12/1899 19:37:00;30/12/1899 21:53:00;INTRANSITÁVEL;PE
03/01/08;RAMON PENHARUBIA, R.;PARAISO, VD.;ÚNICO;30/12/1899 18:58:00;30/12/1899 19:39:00;TRANSITÁVEL;SE
21/12/15;RANGEL PESTANA, AV.;ALTURA DO N.  2286;C/B;30/12/1899 17:43:00;30/12/1899 18:49:00;Transitável;MO
01/11/15;RANGEL PESTANA, AV.;ALTURA DO N. 119;C/B;30/12/1899 17:52:00;30/12/1899 21:36:00;Transitável;MO
10/02/12;RANGEL PESTANA, AV.;ALTURA DO N. 1245;C/B;30/12/1899 17:25:00;30/12/1899 18:50:00;INTRANSITÁVEL;MO
29/11/15;RANGEL PESTANA, AV.;ALTURA DO N. 2110;C/B;30/12/1899 15:15:00;30/12/1899 19:51:00;Transitável;MO
08/12/09;RANGEL PESTANA, AV.;ALTURA DO N. 2345;B/C;30/12/1899 05:49:00;30/12/1899 14:38:00;INTRANSITÁVEL;MO
08/12/09;RANGEL PESTANA, AV.;CELSO GARCIA, AV.;B/C;30/12/1899 03:58:00;30/12/1899 14:38:00;TRANSITÁVEL;MO
03/02/10;RANGEL PESTANA, AV.;CONCORDIA, LG. DA;AMBOS;30/12/1899 18:04:00;30/12/1899 19:30:00;INTRANSITÁVEL;MO
03/02/10;RANGEL PESTANA, AV.;GOMES CARDIM, R.;C/B;30/12/1899 19:03:00;30/12/1899 19:30:00;INTRANSITÁVEL;MO
19/05/10;RANGEL PESTANA, AV.;GOMES CARDIM, R.;C/B;30/12/1899 09:44:00;30/12/1899 13:29:00;TRANSITÁVEL;MO
30/09/13;RANGEL PESTANA, AV.;GOMES CARDIM, R.;ÚNICO;30/12/1899 12:09:00;30/12/1899 15:14:00;TRANSITÁVEL;MO
27/01/09;RANGEL PESTANA, AV.;HIPÓDROMO, R. DO;AMBOS;30/12/1899 19:03:00;30/12/1899 20:29:00;TRANSITÁVEL;SE
15/02/09;RANGEL PESTANA, AV.;HIPÓDROMO, R. DO;C/B;30/12/1899 03:35:00;30/12/1899 06:37:00;TRANSITÁVEL;SE
20/12/15;RANGEL PESTANA, AV.;HIPÓDROMO, R. DO;AMBOS;30/12/1899 17:00:00;30/12/1899 19:10:00;Transitável;MO
08/02/07;RANGEL PESTANA, AV.;HIPÓDROMO, R. DO;C/B;30/12/1899 17:31:00;30/12/1899 02:12:00;TRANSITÁVEL;MO
